gene_set,pathway_name,stId,species,entities_found,entities_total,entities_ratio,p_value,fdr,reactions_found,reactions_total,reactions_ratio,token,reactome_browser_url
expression,Negative epigenetic regulation of rRNA expression,R-HSA-5250941,Homo sapiens,3,88,0.005435789733769843,0.014915099704637447,0.24794485247861053,8,12,0.000749718855429214,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5250941&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,ChAHP complex assembly,R-HSA-9940465,Homo sapiens,2,32,0.0019766508122799433,0.015140953590435102,0.24794485247861053,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9940465&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Amyloid fiber formation,R-HSA-977225,Homo sapiens,3,89,0.005497560071653592,0.01536587035434489,0.24794485247861053,2,33,0.002061726852430339,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-977225&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Packaging Of Telomere Ends,R-HSA-171306,Homo sapiens,2,33,0.0020384211501636913,0.016042019272234143,0.24794485247861053,2,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-171306&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,RNA Polymerase I Promoter Opening,R-HSA-73728,Homo sapiens,2,33,0.0020384211501636913,0.016042019272234143,0.24794485247861053,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73728&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Inhibition of Host mRNA Processing and RNA Silencing,R-HSA-168315,Homo sapiens,1,3,0.00018531101365124467,0.017269983812225553,0.24794485247861053,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-168315&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,DNA methylation,R-HSA-5334118,Homo sapiens,2,35,0.002161961825931188,0.01791122092860331,0.24794485247861053,7,7,0.00043733599900037484,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5334118&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Recognition and association of DNA glycosylase with site containing an affected purine,R-HSA-110330,Homo sapiens,2,38,0.0023472728395824327,0.020878470817284,0.24794485247861053,2,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-110330&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Assembly of the ORC complex at the origin of replication,R-HSA-68616,Homo sapiens,2,39,0.0024090431774661807,0.021910029700944134,0.24794485247861053,2,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-68616&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Acyl chain remodelling of PC,R-HSA-1482788,Homo sapiens,2,40,0.002470813515349929,0.022962370783920938,0.24794485247861053,3,9,0.0005622891415719105,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1482788&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,R-HSA-9843970,Homo sapiens,2,41,0.002532583853233677,0.02403522430012628,0.24794485247861053,5,8,0.0004998125702861427,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9843970&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,R-HSA-110328,Homo sapiens,2,41,0.002532583853233677,0.02403522430012628,0.24794485247861053,1,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-110328&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,FXIIa activates plasma kallikrein-kinin system,R-HSA-9970672,Homo sapiens,2,42,0.0025943541911174254,0.02512832285188793,0.24794485247861053,2,18,0.001124578283143821,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9970672&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Cleavage of the damaged purine,R-HSA-110331,Homo sapiens,2,44,0.0027178948668849217,0.027374197206122886,0.24794485247861053,2,9,0.0005622891415719105,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-110331&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Depurination,R-HSA-73927,Homo sapiens,2,45,0.00277966520476867,0.028526449894793693,0.24794485247861053,4,19,0.0011870548544295888,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73927&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Defective MAOA causes BRUNS,R-HSA-5579012,Homo sapiens,1,5,0.00030885168941874113,0.028619033384723713,0.24794485247861053,1,1,6.247657128576784e-05,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5579012&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Phenylketonuria,R-HSA-2160456,Homo sapiens,1,5,0.00030885168941874113,0.028619033384723713,0.24794485247861053,1,1,6.247657128576784e-05,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2160456&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,PRC2 methylates histones and DNA,R-HSA-212300,Homo sapiens,2,46,0.0028414355426524185,0.02969790135622319,0.24794485247861053,4,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-212300&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Transcriptional regulation by small RNAs,R-HSA-5578749,Homo sapiens,2,46,0.0028414355426524185,0.02969790135622319,0.24794485247861053,1,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5578749&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Inhibition of DNA recombination at telomere,R-HSA-9670095,Homo sapiens,2,47,0.0029032058805361664,0.030888295768732643,0.24794485247861053,3,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9670095&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,R-HSA-427389,Homo sapiens,2,47,0.0029032058805361664,0.030888295768732643,0.24794485247861053,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-427389&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,R-HSA-5625886,Homo sapiens,2,48,0.0029649762184199148,0.03209737957348591,0.24794485247861053,8,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5625886&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Chromatin modifications during the maternal to zygotic transition (MZT),R-HSA-9821002,Homo sapiens,2,48,0.0029649762184199148,0.03209737957348591,0.24794485247861053,6,12,0.000749718855429214,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9821002&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Cleavage of the damaged pyrimidine ,R-HSA-110329,Homo sapiens,2,50,0.003088516894187411,0.03457061233574643,0.24794485247861053,1,20,0.0012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-110329&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Depyrimidination,R-HSA-73928,Homo sapiens,2,50,0.003088516894187411,0.03457061233574643,0.24794485247861053,2,41,0.0025615394227164814,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73928&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Defective pyroptosis,R-HSA-9710421,Homo sapiens,2,51,0.0031502872320711595,0.03583426533592249,0.24794485247861053,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9710421&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Deposition of new CENPA-containing nucleosomes at the centromere,R-HSA-606279,Homo sapiens,2,53,0.003273827907838656,0.03841442116809002,0.24794485247861053,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-606279&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Nucleosome assembly,R-HSA-774815,Homo sapiens,2,53,0.003273827907838656,0.03841442116809002,0.24794485247861053,2,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-774815&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Condensation of Prophase Chromosomes,R-HSA-2299718,Homo sapiens,2,54,0.003335598245722404,0.03973044116226809,0.24794485247861053,8,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2299718&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Trafficking of myristoylated proteins to the cilium,R-HSA-5624138,Homo sapiens,1,7,0.00043239236518623756,0.03983839690479585,0.24794485247861053,4,8,0.0004998125702861427,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5624138&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Nonhomologous End-Joining (NHEJ),R-HSA-5693571,Homo sapiens,2,56,0.0034591389214899005,0.04241317432582958,0.24794485247861053,4,13,0.0008121954267149819,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5693571&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,NGF-stimulated transcription,R-HSA-9031628,Homo sapiens,2,56,0.0034591389214899005,0.04241317432582958,0.24794485247861053,10,37,0.00231163313757341,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9031628&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Noncanonical activation of NOTCH3,R-HSA-9017802,Homo sapiens,1,8,0.0004941627030699858,0.04539990521704673,0.24794485247861053,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9017802&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Relaxin receptors,R-HSA-444821,Homo sapiens,1,8,0.0004941627030699858,0.04539990521704673,0.24794485247861053,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-444821&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Maternal to zygotic transition (MZT),R-HSA-9816359,Homo sapiens,3,137,0.008462536290073507,0.04604206524235599,0.24794485247861053,9,46,0.0028739222791453207,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9816359&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Meiotic recombination,R-HSA-912446,Homo sapiens,2,59,0.003644449935141145,0.046560497639679954,0.24794485247861053,4,10,0.0006247657128576784,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-912446&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Neurexins and neuroligins,R-HSA-6794361,Homo sapiens,2,60,0.0037062202730248936,0.04797487716141002,0.24794485247861053,3,19,0.0011870548544295888,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-6794361&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Meiotic synapsis,R-HSA-1221632,Homo sapiens,2,61,0.0037679906109086415,0.049404848079660946,0.24794485247861053,4,6,0.000374859427714607,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-1221632&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Platelet degranulation ,R-HSA-114608,Homo sapiens,3,142,0.008771387979492248,0.050237619690458035,0.24794485247861053,3,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-114608&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,"Base-Excision Repair, AP Site Formation",R-HSA-73929,Homo sapiens,2,62,0.00382976094879239,0.05085018676630049,0.24794485247861053,6,64,0.003998500562289142,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-73929&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,HDACs deacetylate histones,R-HSA-3214815,Homo sapiens,2,63,0.0038915312866761383,0.052310671610737325,0.24794485247861053,4,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-3214815&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Interaction of NuRD complexes with transcription factors,R-HSA-9940951,Homo sapiens,2,64,0.003953301624559887,0.05378608300447596,0.24794485247861053,8,11,0.0006872422841434462,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9940951&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Transcriptional regulation by RUNX1,R-HSA-8878171,Homo sapiens,4,246,0.015195503119402064,0.055573723657453056,0.24794485247861053,23,132,0.008246907409721355,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8878171&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Response to elevated platelet cytosolic Ca2+,R-HSA-76005,Homo sapiens,3,149,0.009203780344678485,0.05641357304631156,0.24794485247861053,3,14,0.0008746719980007497,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-76005&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,R-HSA-5693565,Homo sapiens,2,67,0.004138612638211131,0.05829971010653634,0.24794485247861053,29,39,0.0024365862801449456,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5693565&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),R-HSA-9845323,Homo sapiens,2,68,0.004200382976094879,0.059832671119655956,0.24794485247861053,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9845323&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Formation of the beta-catenin:TCF transactivating complex,R-HSA-201722,Homo sapiens,2,68,0.004200382976094879,0.059832671119655956,0.24794485247861053,2,13,0.0008121954267149819,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-201722&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,TGFBR3 PTM regulation,R-HSA-9839383,Homo sapiens,1,11,0.0006794737167212304,0.06189391408363509,0.24794485247861053,1,3,0.0001874297138573035,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9839383&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Sodium/Proton exchangers,R-HSA-425986,Homo sapiens,1,11,0.0006794737167212304,0.06189391408363509,0.24794485247861053,1,4,0.00024990628514307136,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-425986&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,DNA Damage/Telomere Stress Induced Senescence,R-HSA-2559586,Homo sapiens,2,70,0.004323923651862376,0.06293995924630624,0.24794485247861053,1,18,0.001124578283143821,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-2559586&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Enzymatic degradation of Dopamine by monoamine oxidase,R-HSA-379398,Homo sapiens,1,12,0.0007412440546049787,0.0673290106795803,0.24794485247861053,1,2,0.00012495314257153568,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-379398&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,NOTCH4 Activation and Transmission of Signal to the Nucleus,R-HSA-9013700,Homo sapiens,1,12,0.0007412440546049787,0.0673290106795803,0.24794485247861053,1,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9013700&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Regulated proteolysis of p75NTR,R-HSA-193692,Homo sapiens,1,12,0.0007412440546049787,0.0673290106795803,0.24794485247861053,1,5,0.0003123828564288392,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-193692&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,NuRD complex assembly,R-HSA-9937850,Homo sapiens,2,74,0.004571005003397369,0.06931424438331346,0.24794485247861053,10,21,0.0013120079970011245,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9937850&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Regulation of PD-L1(CD274) transcription,R-HSA-9909649,Homo sapiens,2,74,0.004571005003397369,0.06931424438331346,0.24794485247861053,7,18,0.001124578283143821,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9909649&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,DNA Double Strand Break Response,R-HSA-5693606,Homo sapiens,2,75,0.004632775341281117,0.07093991111103026,0.24794485247861053,29,48,0.002998875421716856,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-5693606&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,"CHD6, CHD7, CHD8, CHD9 subfamily",R-HSA-9943962,Homo sapiens,2,75,0.004632775341281117,0.07093991111103026,0.24794485247861053,1,14,0.0008746719980007497,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9943962&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,Kidney development,R-HSA-9830369,Homo sapiens,2,75,0.004632775341281117,0.07093991111103026,0.24794485247861053,2,50,0.003123828564288392,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-9830369&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
expression,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,R-HSA-8936459,Homo sapiens,2,76,0.0046945456791648655,0.07257801977025247,0.24794485247861053,20,33,0.002061726852430339,MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D,https://reactome.org/PathwayBrowser/#/R-HSA-8936459&DTAB=AN&ANALYSIS=MjAyNjA1MjgxMjU3NTBfMzAzMg%3D%3D
